node_id,goal_id,heuristic_value,true_remaining_cost,delta,admissible
3639334637,5564620678,30058.53150845564,54270.85236695708,-24212.32085850144,True
262298513,5564620678,12506.50582598229,21374.49282636229,-8867.987000379999,True
9169375331,5564620678,78656.04463463962,136401.14016442795,-57745.095529788334,True
7876547174,5564620678,43394.28471453605,74309.97974606896,-30915.69503153291,True
8852126513,5564620678,34693.682776099085,57986.79920350344,-23293.116427404355,True
5002585721,5564620678,63149.5168855164,108770.21734522369,-45620.70045970729,True
819540798,5564620678,62394.951397587196,111153.71135100935,-48758.75995342215,True
13678643231,5564620678,84867.86418346688,133652.22029063862,-48784.35610717174,True
9902041165,5564620678,33083.64612345752,60232.59357801106,-27148.94745455354,True
4370711162,5564620678,21440.1329423083,39337.28321436945,-17897.150272061146,True
11175774944,5564620678,90385.49460621735,135330.53529642028,-44945.04069020292,True
4873972328,5564620678,51174.24644365499,89120.79371475274,-37946.54727109775,True
5665483833,5564620678,101411.60030036315,167746.100209944,-66334.49990958086,True
3701606931,5564620678,36433.3001472935,61295.76098544533,-24862.460838151834,True
5198000912,5564620678,47244.942058890694,94077.84201929331,-46832.89996040262,True
4992877436,5564620678,58607.44190826621,108200.7140187122,-49593.272110445985,True
4595765758,5564620678,37025.376297178496,65036.32844321758,-28010.952146039082,True
12361306871,5564620678,71920.0107484534,126011.7631090765,-54091.75236062311,True
2633060767,5564620678,152252.43973073582,365201.4728666683,-212949.0331359325,True
5613204755,5564620678,33690.58641300024,75767.04233801084,-42076.4559250106,True
10300541417,5564620678,21153.060999446767,40599.27851017635,-19446.217510729584,True
5611902684,5564620678,29019.290415689207,63319.70621042884,-34300.41579473963,True
616140231,5564620678,52672.60856473343,75404.54164330798,-22731.933078574548,True
1813489591,5564620678,43353.225137971305,69748.75565469093,-26395.530516719627,True
6685206730,5564620678,53380.04179822433,109873.76595544061,-56493.72415721628,True
6394271599,5564620678,90550.960792614,199234.73478583834,-108683.77399322434,True
11979602912,5564620678,59961.39737437394,120779.14630592008,-60817.748931546135,True
4916136369,5564620678,40957.12047265237,77365.79438193132,-36408.67390927895,True
9520399581,5564620678,22746.79770010416,45221.53350647851,-22474.73580637435,True
1793332244,5564620678,23443.03811091397,45578.140814902225,-22135.102703988254,True
9901595812,5564620678,26187.86426918723,49673.826283451126,-23485.962014263896,True
9794232981,5564620678,60775.733894058285,105660.65034518023,-44884.91645112194,True
123042808,5564620678,51839.96851243531,79764.09014733927,-27924.12163490396,True
7858288472,5564620678,51056.58436538337,117106.4613616426,-66049.87699625923,True
