u,v,goal_id,h_u,h_v,edge_cost,residual,consistent
4982112100,4982112099,4594175828,152269.41229605756,144588.80954373084,82.19783144965446,7598.404920877074,False
4924003192,4924003190,4594175828,149145.4930354051,147692.4241462123,83.58236050276925,1369.4865286900313,False
5061716666,5061716673,4594175828,193132.71529093423,213175.10901568935,453.9217353807807,-20496.3154601359,True
9158226397,9158226399,4594175828,57822.065552854714,64402.747474788084,74.63799044545509,-6655.319912378822,True
5006370908,5008818987,4594175828,172323.03101660873,172435.5049192478,192.24193225692576,-304.7158348959929,True
6057399501,6057399512,4594175828,133760.01490321284,143438.78218243975,21.91631576422345,-9700.683594991133,True
4874299513,4874299518,4594175828,172294.523755093,166590.75185067556,269.08548048082645,5434.686423936597,False
4884943001,11350597509,4594175828,169535.30693891767,169626.10035533216,92.26626302224759,-183.05967943673022,True
5613042340,5613042187,4594175828,177010.76171625036,178762.7599888623,159.2238459381116,-1911.2221185500384,True
10978438145,10978438153,4594175828,201714.808727847,229222.24968282165,461.8807239770198,-27969.321678951674,True
9908681332,9946344597,4594175828,150547.5804660435,153947.47407440835,65.96088135600681,-3465.854489720863,True
2447911976,9792547323,4594175828,250014.44781634747,235588.45670222613,21.81053374874366,14404.180580372602,False
5171680077,5171680079,4594175828,91274.95962436222,86205.53386230825,173.5948742527744,4895.830887801203,False
3313847656,3313882478,4594175828,169739.67325275403,170262.02585476407,62.39693049660458,-584.7495325066557,True
11308914562,11308914563,4594175828,188948.52528761158,169586.02761038733,100.66496472195531,19261.832712502306,False
4929774328,4916594997,4594175828,156799.03203459503,167800.29631519166,310.98680035123886,-11312.25108094787,True
10068005446,10068005440,4594175828,121565.56115456126,124190.99856548854,230.41352021890776,-2855.850931146182,True
4921607044,4907172673,4594175828,148964.9521412853,148489.97827463355,100.4346949333498,374.5391717183811,False
5666063573,5666061095,4594175828,149152.06484408473,154732.3326370452,838.330275049868,-6418.598068010353,True
11402771325,4893175220,4594175828,168215.21269648982,181426.65870779095,146.90360119187906,-13358.34961249301,True
3514592221,3514592222,4594175828,184826.19153668123,178149.1867879852,263.26622619117825,6413.738522504835,False
11648890531,11648890551,4594175828,247324.18825072848,246627.3018990191,973.1962717876263,-276.3099200782599,True
11511977805,11511883476,4594175828,113423.41313104104,116979.50194846738,135.56357430208826,-3691.652391728421,True
4638965219,8677245501,4594175828,251455.72730374313,256826.62119299697,2436.6807978832826,-7807.574687137123,True
11343917686,11343917675,4594175828,178371.80808547733,176309.4823356506,95.24880297618176,1967.076946850546,False
8850171888,2521523158,4594175828,184207.8193379182,186946.2466489007,559.3005187491322,-3297.7278297316516,True
10081105128,4910651963,4594175828,159179.36422036495,158804.15142048028,207.75795323150479,167.45484665315598,False
13594392174,13594392175,4594175828,153564.14567760794,143493.7209879291,358.54123541245343,9711.883454266412,False
11310240806,11310240804,4594175828,217589.26283981706,249238.3115911368,80.09229630628622,-31729.141047626006,True
387097233,3357259441,4594175828,167477.51011127606,170103.97139173033,123.62092793785148,-2750.082208392123,True
4894831655,4879653718,4594175828,204228.78158551184,210008.2595734237,43.08392032208295,-5822.561908233969,True
9758226629,5752330439,4594175828,142913.9835281228,127959.81981449944,31.011065710017295,14923.152647913346,False
11369314227,11369314228,4594175828,241582.60493914416,247397.60589789934,547.7653489623212,-6362.766307717509,True
4963112267,4963112266,4594175828,168306.14409814755,156875.9694399961,97.4597336015873,11332.714924549859,False
6153061193,6149640116,4594175828,202626.78124347277,183381.91389385358,644.0599942310043,18600.807355388184,False
9824847438,9824824809,4594175828,177170.8022923879,189378.3002951923,616.1464480375228,-12823.644450841937,True
11367746519,8865518379,4594175828,213070.054821162,205935.55625292688,219.51930903919964,6914.979259195912,False
2994852166,2994808033,4594175828,159002.228953508,164382.609016801,101.39958092983619,-5481.779644222843,True
9903320940,9903320941,4594175828,148071.1352111948,147010.93808570984,204.94357713115423,855.2535483538231,False
5002493651,1551032796,4594175828,184042.00147799475,186126.60914849472,311.26758024763546,-2395.875250747602,True
3988846541,11527217137,4594175828,250464.76114532986,238009.84365841217,1509.2681722018294,10945.649314715876,False
5660463733,6787356081,4594175828,161263.0624374625,167155.85258064838,355.315687628704,-6248.105830814573,True
3976342860,7705078648,4594175828,189161.78491339323,176003.66477445423,187.15255758516918,12970.967581353849,False
